Country,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Gabon,,,,,,,,,,,,,,,,,,,,13.91010841,13.59266115,20.17455894,22.028071,25.04695071,26.88853298,31.60873073,33.92502224,37.74426592,41.82304959,54.31065479,,77.33062257,82.48951405,125.5990253,130.5119396,133.7313433,134.3712512,152.9799027,158.0245948,,,,,,,,,,,,,,167.2832253,166.3019096,166.2409276,155.2149202,162.1904099,147.4002105,163.4261935,,,,279.4744303,260.2289446,286.8342673,280.1662967,197.5428854,194.1075929,226.9505511,288.5899105,254.6978203,267.7662576,256.1507004,288.7269614,277.674769,244.3429123
"Gambia, The",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.856584656,1.108960691,1.496213661,1.430071181,1.572846243,2.07300909,2.726622199,3.213654407,3.781488656,3.082725421,2.165863082,2.028911856,2.353560811,3.253236162,3.502278346,3.50433995,3.140683823,3.30076447,2.861546555,3.079543098,3.333041996,2.969628867,4.165833527,3.742130666,5.136430144,16.5625687,7.86179234,,,12.98613348,12.79328528,19.71418679,17.90315357,,,13.56726626,16.59099592,16.48810512,16.47654633,15.20518055,13.16316774
Ghana,,,,,,,,,,,43.33084843,49.35998697,86.94129229,108.135888,100.7741845,107.3720783,102.3869061,86.50800317,101.6595112,,137.4358604,141.8222435,131.7316134,106.9205679,91.89016895,92.72950156,121.0263556,114.5998539,82.86458613,52.38006748,38.64330464,25.54657901,30.93836867,23.17001498,,9.930419065,18.17455381,35.23217384,37.95109345,39.25077294,20.65479616,21.88013703,23.51173822,33.68642402,36.57929589,42.78102018,46.55682863,47.51185931,40.03465849,40.14113024,49.931796,56.66692408,70.88170983,41.86472923,48.40081784,58.74521648,54.66178592,54.34789363,58.05363308,89.06767315,77.96789677,90.61531926,86.06676241,159.9969173,246.0124826,181.249737,242.3977954,193.8728177,146.4809082,167.396016,190.0072919,216.1798861,220.7446722,257.8743424,229.2788662,260.2239864
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.13324313,47.1058733,38.53586689,,,,,,,,,164.8299378,131.2196077,102.4731912,104.8791892,,,102.6759873,111.9616459,147.2669118,144.5961876,292.3779507,321.6443977,249.6171598,231.3399454,,,,,,,,346.5431984,356.8655411,341.5787488,366.6353198,296.685908,310.9501619,305.0768277,284.0388071,281.4124579,301.8137836,441.2601697,456.4378066
Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9495865,19.57828324,10.56001632,5.444122922,7.249190318,5.745283268,,7.331233642,,,,,3.916003325,4.141878691,3.440341877,3.179405543,4.746806055,,17.69918401,11.43847718,10.83485711,11.04331723,,15.52173801,,,,13.60289104,17.34553449,16.08996213,23.82813087,20.19659393,20.29482578,18.98401895,17.3178775,20.38646865,21.42109142,23.9891811,24.93998167,24.97906636,24.53867814,22.98972287
Kenya,,,,,,,,,,,,,48.41753029,16.34816192,11.8904454,32.71811702,103.4232832,168.081176,210.9920567,254.0639675,259.1199509,249.795365,264.2191147,330.1777768,420.1981121,474.3025851,512.7007081,512.3855203,735.1687488,1232.867461,1595.746118,1736.903526,1413.649313,1370.979579,1386.10732,1298.503532,1069.13025,898.4474246,1075.774724,1384.015951,1335.681982,1239.580862,1263.800375,983.7554352,735.7079986,614.6638439,511.8427989,587.6592954,686.7653936,652.8310981,614.8960844,598.4735271,642.4524535,739.3290494,795.7591954,803.4230251,792.7725571,836.2401158,827.1108356,926.1389176,883.914971,901.8148889,956.1465834,977.1370881,1104.582431,1090.500572,991.3832325,1069.89161,1151.009839,1181.2223,1211.954481,1163.179782,1150.694332,1182.967065,1155.179523,1091.294289
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.766354656,2.876395853,3.65910249,4.087487462,7.046280213,7.519757216,10.01999918,8.226446206,8.570830224,9.921005109,10.80304225,11.66858879,10.94474853,14.67458223,13.86006675,11.60370515,11.10943403,10.27769695,12.05073507,14.97772937,13.39185176,21.75623681,25.7807675,36.57859959,35.10252671,36.88203159,28.21943709,26.57092577,24.78055587,25.26261209,26.57056299,28.94397237,21.04729832,45.00079107,59.38945698,46.16398712,45.04736131,45.49055354,48.27625697,50.75803449,51.77851934,56.64334884,52.40421339,47.7152484,44.62287979,36.2177029,34.6684999,35.77966194
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.66564718,40.82902136,22.10715177,13.90297114,21.98114411,28.20761201,34.65208099,45.28669523,50.95399855,46.17412676,41.20734102,38.56078581,34.09911133,25.01441752,20.08520754,16.02766161,14.32401114,31.17251755,36.775,33.5935484
Madagascar,,,,,,,,,,,,,,,,,43.88007818,47.70363753,48.94639804,51.84496676,55.30412172,55.9114184,54.18620347,53.93430501,58.71910006,61.73035719,69.45287407,66.66754048,77.48684317,102.8023485,105.2142411,136.4725268,126.5749183,119.3010309,,,93.29720131,89.57148559,79.39119737,79.13326897,73.68021548,70.80007652,74.04455424,76.60371263,45.22276784,69.11463934,58.12583556,53.41489599,77.27590363,98.52455369,95.19315965,89.27614768,90.10445805,111.9790041,88.49369992,102.4650751,101.9320745,91.53166358,88.21065139,106.3242805,111.7808006,80.75027243,63.32462708,70.88048704,69.28731237,68.93801175,68.93095307,65.94277906,67.8836302,68.84177598,74.46898791,80.37665978,92.22945336,99.12049979,98.14916922,99.385621
Malawi,,,,,,,,,,,,,,,,,,,,,8.332415375,8.265857318,8.20129507,8.636493327,9.250477391,15.54001109,15.26950663,23.05927592,21.41314976,27.79722158,42.88186914,60.56578223,58.71792212,41.9561238,31.55502492,25.48237499,21.65975416,25.06681508,29.71900672,24.65066669,19.89054567,21.52772323,20.31724228,18.0698244,19.98312892,20.27407196,19.81222582,12.24274482,16.25578746,20.96617745,16.73584905,16.31808728,13.84824072,14.79836665,16.00301191,16.4306907,27.59442486,45.23279991,37.08651229,38.20333258,46.69291129,57.20923452,48.26759943,49.27755568,56.52927889,88.57344014,65.56706717,51.98468111,52.79811279,65.29624842,71.5601656,95.9210566,103.8507441,94.09447291,117.5469567,122.8677052
